"","species","tax_level","growth_form","height","seed_mass","leaf_area","leaf_area_per_mass"
"1389","Sorghastrum nutrans","genus","herb","2.5",NA,"362.81","14.225668"
"1390","Solidago rigida","species","herb",NA,"0.452857142857143",NA,"10.2977682333333"
"1391","Allium stellatum","species","herb",NA,"2.0325",NA,NA
"1392","Andropogon scoparius","genus","grass","1.5","2.24358333333333","432.088578947368","10.98992840475"
"1393","Heliopsis helianthoides","species","herb","1.5",NA,NA,NA
"1394","Helianthus rigidus","genus","herb","0.477617943548387","15.60679415","4741.82659574468","2.18058540707965"
"1395","Agalinis densiflora","species","herb",NA,NA,NA,NA
"1396","Agalinis aspera","species","herb",NA,NA,NA,NA
"1397","Symphyotrichum ericoides","species","herb","0.9","0.106571428571429",NA,"7.8"
"1398","Solidago speciosa","species","herb",NA,"0.2",NA,NA
"1399","Symphyotrichum drummondii","species","herb",NA,NA,NA,NA
"1400","Amphiachyris dracunculoides","species","herb",NA,NA,NA,NA
"1401","Lobelia cardinalis","species","herb",NA,"0.042",NA,NA
"1402","Symphyotrichum laeve","species","herb","0.75","0.306",NA,"12.714"
"1403","Lobelia siphilitica","species","herb","1","0.02925",NA,NA
"1404","Symphyotrichum oblongifolium","species","herb",NA,NA,NA,NA
"1405","Symphyotrichum sericeum","species","herb",NA,NA,NA,NA
"1406","Gnaphalium obtusifolium","genus","herb","0.0935714285714286","0.113395833333333","68.8125","37.931062924"
"1407","Symphyotrichum pilosum","species","herb",NA,NA,NA,NA
"1408","Spiranthes cernua","species","herb","0.4","0.004",NA,NA
"1409","Juniperus virginiana","species","tree","9.69424594594595","11.4767128571429","19.384","2.47823975007501"
"1410","Tradescantia ohiensis","species","herb",NA,"3.4",NA,NA
"1411","Penstemon tubaeflorus","species","herb",NA,NA,NA,NA
"1412","Spermolepis inermis","species","herb",NA,NA,NA,NA
"1413","Hibiscus trionum","species","herb","0.325","3",NA,NA
"1414","Oenothera laciniata","species","herb",NA,"0.41",NA,NA
"1415","Symphyotrichum lanceolatum","species","herb",NA,NA,NA,NA
"1416","Liatris punctata","species","herb",NA,"18.33",NA,NA
"1417","Gentiana puberulenta","species","herb",NA,NA,NA,NA
"1418","Alchornea latifolia","species","tree","10.016087394958","34",NA,NA
"1419","Alchorneopsis floribunda","species","tree","0.831272727272727",NA,"5828","38.771"
"1420","Andira inermis","species","tree","10.4864860068259","915.918","3265.5","25.601"
"1421","Buchenavia capitata","genus","tree","12.9234333333333",NA,"13506.25","26.282"
"1422","Byrsonima spicata","species","tree","11.38898",NA,NA,NA
"1423","Casearia arborea","species","tree","1.89167976539589","1.575","3983","23.3116079663636"
"1424","Casearia sylvestris","species","tree","5.72618695652174","1.5","4303.16666666667","16.2575079617834"
"1425","Cassipourea guianensis","species","tree","12.5104","60",NA,NA
"1426","Cecropia schreberiana","species","tree","13.2447051903114","0.3",NA,"8.6"
"1427","Chionanthus domingensis","species","tree","10.4126222222222","550",NA,NA
"1428","Cissampelos pareira","species","dependant","0","5.99",NA,NA
"1429","Cissus sicyoides","genus","dependant","0","46.9464734285714",NA,NA
"1430","Clibadium erosum","species",NA,NA,NA,NA,NA
"1431","Clusia gundlachii","species","shrub",NA,NA,NA,NA
"1432","Clusia rosea","species","tree","9.56268131868132",NA,NA,NA
"1433","Coccoloba pyrifolia","species",NA,NA,NA,NA,NA
"1434","Cordia borinquensis","species","tree","8.88274285714286",NA,NA,NA
"1435","Cordia sulcata","species",NA,"10.7302666666667",NA,NA,NA
"1436","Croton poecilanthus","species",NA,"10.0904842105263",NA,NA,NA
"1437","Dacryodes excelsa","species","tree","22.1655248979592",NA,NA,"13.4"
"1438","Daphnopsis philippiana","species","tree","3.2004",NA,NA,NA
"1439","Dendropanax arboreus","species","tree","5.54602441314554","8.522","12702.2566037736","14.5689808173062"
"1440","Dioscorea polygonoides","species","dependant",NA,NA,NA,NA
"1441","Drypetes glauca","species","tree","8.9154",NA,NA,NA
"1442","Eugenia domingensis","species","tree",NA,NA,NA,NA
"1443","Eugenia stahlii","species","tree","11.1421333333333",NA,NA,NA
"1444","Faramea occidentalis","species","tree","5.35736953642384","232.109","4883.56140350877","19.6264417489474"
"1445","Ficus trigonata","species","tree","14.1158","0.567",NA,NA
"1446","Forsteronia portoricensis","genus","dependant","0.22",NA,NA,NA
"1447","Gonzalagunia spicata","species","tree",NA,NA,NA,NA
"1448","Guarea glabra","species","tree","8.13613333333333","390","7762.55","9.36950432900433"
"1449","Guarea guidonia","species","tree","9.54771889973381","415.6845","13675.1","24.5817502477701"
"1450","Guatteria caribaea","species","tree","4.2672",NA,NA,NA
"1451","Guettarda valenzuelana","species","tree",NA,NA,NA,NA
"1452","Heteropteris laurifolia","species","dependant",NA,NA,"7770",NA
"1453","Heterotrichum cymosum","species",NA,NA,NA,NA,NA
"1454","Hippocratea volubilis","species","dependant",NA,NA,NA,NA
"1455","Hirtella rugosa","species","tree","4.3434",NA,NA,NA
"1456","Homalium racemosum","species","tree","9.75904285714286",NA,NA,NA
"1457","Inga laurina","species","tree","10.9041677419355",NA,NA,NA
"1458","Inga vera","species","tree","11.0074313846154",NA,NA,NA
"1459","Ipomoea setifera","species","dependant",NA,NA,NA,NA
"1460","Ipomoea tiliacea","species","dependant",NA,NA,NA,NA
"1461","Ixora ferrea","species","tree","5.48777872340426",NA,NA,NA
"1462","Laetia procera","species","tree","0.534503783783784","3.506","5161","22.267"
"1463","Macfadyena unguis cati","species","dependant",NA,NA,NA,NA
"1464","Manilkara bidentata","species","tree","10.5918","1500",NA,"5.62028876"
"1465","Marcgravia rectiflora","species","dependant",NA,NA,NA,NA
"1466","Margaritaria nobilis","species","tree","13.3389538461538","49.6792318","5213","21.7003333333333"
"1467","Matayba domingensis","species","tree","15.11808",NA,NA,NA
"1468","Miconia racemosa","species","shrub","3.429","2",NA,NA
"1469","Miconia tetrandra","species","tree","9.5631",NA,NA,NA
"1470","Mikania fragilis","species","dependant",NA,NA,NA,NA
"1471","Myrcia deflexa","species","tree","5.74488",NA,NA,NA
"1472","Myrcia leptoclada","species","tree","4.572",NA,NA,NA
"1473","Myrcia splendens","species","tree","5.83311",NA,"2302","17.55"
"1474","NA sp ","not found","NA",NA,NA,NA,NA
"1475","Neorudolphia volubilis","species","dependant",NA,NA,NA,NA
"1476","Ocotea leucoxylon","species","tree","7.36108387096774",NA,"6631","15.02670048"
"1477","Ocotea sintenisii","genus","tree","7.16493981981982","1078.168","32910.3462184874","13.903569785697"
"1478","Ormosia krugii","species","tree","12.7184727272727",NA,NA,NA
"1479","Oxandra laurifolia","species","tree",NA,NA,NA,NA
"1480","Palicourea riparia","species","tree",NA,NA,NA,NA
"1481","Paullinia pinnata","species","dependant",NA,NA,NA,NA
"1482","Phoradendron piperoides","species","dependant",NA,NA,NA,NA
"1483","Phytolacca rivinoides","species","herb",NA,"10",NA,NA
"1484","Piper glabrescens","species","tree",NA,NA,NA,NA
"1485","Pisonia subcordata","species","tree","7.13447787610619","14",NA,NA
"1486","Polypodium piloselloides2","genus","dependant","0.3",NA,"6001.875","14.882"
"1487","Prestoea montana","genus","tree","7.01409454545455",NA,"9626","14.162"
"1488","Psychotria berteriana","species","tree","5.23121860465116",NA,NA,NA
"1489","Psychotria brachiata","species","tree","0.591670588235294",NA,"12901","26.686"
"1490","Rourea surinamensis","species","dependant",NA,NA,NA,NA
"1491","Roystonea borinquena","species","tree","11.2415052631579",NA,NA,NA
"1492","Samyda spinulosa","genus",NA,"5.941","14",NA,"20.84"
"1493","Sapium laurocerasum","genus","tree","15.2766583333333","75.7752894","13790.1771929825","17.5390706896552"
"1494","Schefflera morototoni","species","tree","15.5","51","16961","19.301"
"1495","Schlegelia brachyantha","species","dependant",NA,NA,NA,NA
"1496","Securidaca virgata","species","dependant",NA,NA,NA,NA
"1497","Sloanea berteriana","species","tree","10.734675",NA,NA,NA
"1498","Smilax domingensis","species","dependant","0",NA,NA,NA
"1499","Tabebuia heterophylla","species","tree","8.10945266558966","10.1141463414634",NA,"17.49805625"
"1500","Tetragastris balsamifera","species",NA,"11.936627027027",NA,NA,NA
"1501","Trichilia pallida","species","tree","7.48876962025316","73.909","15619.5","25.231"
"1502","Vitex divaricata","species","tree","11.8001142857143",NA,NA,NA
"1503","Zanthoxylum martinicense","species","tree","13.1284337349398",NA,NA,NA
"1504","Bistorta bistortoides","species","herb","0.45",NA,"3760","6.05000605326877"
"1505","Bistorta vivipara","species","herb",NA,"2.5525",NA,NA
"1506","Geum rossii","species","herb",NA,NA,NA,NA
"1507","Acalypha neomexicana","species","herb",NA,NA,NA,NA
"1508","Acourtia nana","species","herb",NA,NA,NA,NA
"1509","Allionia incarnata","species","herb",NA,"2.564",NA,NA
"1510","Allium macropetalum","species","herb",NA,NA,NA,NA
"1511","Amaranthus albus","species","herb","0.3","0.334857142857143",NA,NA
"1512","Amaranthus palmeri","species","herb",NA,"0.297375",NA,NA
"1513","Aphanostephus ramosissimus","species","herb",NA,NA,NA,NA
"1514","Aristida adscensionis","species","grass",NA,"1.46","821.73",NA
"1515","Aristida divaricata","species","herb",NA,"0.826","257.307",NA
"1516","Aristida purpurea","species","herb",NA,"1.11",NA,NA
"1517","Artemisia ludoviciana","species","herb",NA,NA,NA,NA
"1518","Asclepias involucrata","genus","herb","0.0720723480333731","7.01286903333333",NA,"29.6426851076821"
"1519","Astragalus nuttallianus","species","herb",NA,"2.15",NA,NA
"1520","Atriplex canescens","species","herb","1","9.69257019047619","60","1.98500198491465"
"1521","Baccharis wrightii","species","shrub",NA,NA,NA,NA
"1522","Baileya multiradiata","species","herb",NA,NA,NA,NA
"1523","Berlandiera lyrata","species","herb",NA,NA,NA,NA
"1524","Boerhavia spicata","species","herb",NA,NA,NA,NA
"1525","Bouteloua barbata","species","herb",NA,NA,NA,NA
"1526","Bouteloua eriopoda","species","grass",NA,NA,NA,NA
"1527","Brickellia eupatorioides","species","herb",NA,NA,NA,NA
"1528","Caesalpinia drepanocarpa","genus","tree","11.70496","238.211504769231","16700","17.239"
"1529","Caesalpinia jamesii","genus","tree","11.70496","238.211504769231","16700","17.239"
"1530","Calylophus hartwegii","species","shrub",NA,NA,NA,NA
"1531","Chaetopappa ericoides","species","herb",NA,NA,NA,NA
"1532","Chamaesaracha coniodes","species","herb",NA,NA,NA,NA
"1533","Chamaesaracha coronopus","genus","herb",NA,NA,NA,NA
"1534","Chamaesyce albomarginata","genus","herb","0.1",NA,NA,NA
"1535","Chamaesyce fendleri","genus","herb","0.1",NA,NA,NA
"1536","Chamaesyce revoluta","genus","herb","0.1",NA,NA,NA
"1537","Chamaesyce serpyllifolia","species","herb",NA,NA,NA,NA
"1538","Chamaesyce serrula","genus","herb","0.1",NA,NA,NA
"1539","Chenopodium incanum","species","herb",NA,NA,NA,NA
"1540","Cirsium neomexicanum","species","herb",NA,NA,NA,NA
"1541","Convolvulus equitans","species","dependant",NA,NA,NA,NA
"1542","Cryptantha crassisepala","species","herb",NA,NA,NA,NA
"1543","Cymopterus acaulis","species","herb",NA,NA,NA,NA
"1544","Echinocereus coccineus","species","shrub",NA,NA,NA,NA
"1545","Elymus elymoides","species","grass",NA,"2.9775",NA,"0.0832215648"
"1546","Enneapogon desvauxii","species","grass",NA,NA,NA,NA
"1547","Ephedra torreyana","species","shrub",NA,NA,NA,NA
"1548","Erigeron flagellaris 1","species","herb",NA,NA,NA,NA
"1549","Eriogonum abertianum","species","herb",NA,NA,NA,NA
"1550","Eriogonum wrightii","species","shrub",NA,"0.644",NA,NA
"1551","Escobaria vivipara","species","shrub",NA,NA,NA,NA
"1552","Euphorbia exstipulata","species","herb",NA,NA,NA,NA
"1553","Gaillardia pinnatifida","species","herb",NA,"0.9",NA,NA
"1554","Gaura coccinea","species","herb",NA,NA,NA,NA
"1555","Gaura suffulta","species","herb",NA,"23.5",NA,NA
"1556","Gutierrezia sarothrae","species","shrub","0.4","0.215","90","1.69491694491525"
"1557","Hoffmannseggia glauca","species","shrub",NA,NA,NA,NA
"1558","Houstonia rubra","genus","herb","0.2",NA,NA,NA
"1559","Hymenopappus filifolius","genus","herb",NA,NA,NA,NA
"1560","Ipomoea costellata","genus","dependant","0.0800970873786408","45.7830158730159",NA,"28.3566666666667"
"1561","Ipomopsis pumila","species","herb",NA,NA,NA,NA
"1562","Kallstroemia parviflora","species","herb",NA,NA,NA,NA
"1563","Krascheninnikovia lanata","species","shrub",NA,"3.24366666666667",NA,NA
"1564","Laennecia coulteri","species","herb",NA,NA,NA,NA
"1565","Lappula occidentalis","species","herb",NA,NA,NA,NA
"1566","Larrea tridentata","species","shrub","2","2.736","48","2.87000132013201"
"1567","Lepidium densiflorum","species","herb","0.225","0.4375","156","60.085"
"1568","Lesquerella fendleri","genus","herb",NA,NA,NA,NA
"1569","Linum puberulum","species","herb",NA,NA,NA,NA
"1570","Lycium pallidum","species","shrub",NA,NA,NA,NA
"1571","Machaeranthera gracilis","species","herb",NA,"0.318",NA,NA
"1572","Machaeranthera pinnatifida","species","shrub",NA,NA,NA,NA
"1573","Machaeranthera tanacetifolia","species","herb",NA,"0.7",NA,NA
"1574","Malacothrix fendleri","species","herb",NA,NA,NA,NA
"1575","Melampodium leucanthum","genus","herb",NA,"17.15",NA,NA
"1576","Mirabilis linearis","species","herb",NA,NA,NA,NA
"1577","Mirabilis multiflora","species","herb",NA,"40.755",NA,NA
"1578","Muhlenbergia arenacea","species","herb",NA,NA,NA,NA
"1579","Muhlenbergia arenicola","species","herb",NA,NA,NA,NA
"1580","Muhlenbergia porteri","species","herb",NA,NA,"1442.56555555556",NA
"1581","Muhlenbergia torreyi","species","herb",NA,NA,NA,NA
"1582","Munroa squarrosa","species","herb",NA,NA,NA,NA
"1583","Nama hispidum","species","herb",NA,NA,NA,NA
"1584","Parthenium incanum","species","shrub",NA,NA,NA,NA
"1585","Pectis angustifolia","species","herb",NA,NA,NA,NA
"1586","Penstemon fendleri","species","herb",NA,NA,NA,NA
"1587","Phacelia integrifolia","species","herb",NA,"0.6",NA,NA
"1588","Poa bigelovii","species","herb",NA,NA,NA,NA
"1589","Portulaca oleracea","species","herb","0.175","0.172221","25.725","19.272"
"1590","Portulaca pilosa","species","herb",NA,"0.042",NA,NA
"1591","Proboscidea parviflora","species","herb",NA,"9.2",NA,NA
"1592","Psilostrophe tagetina","genus","herb",NA,NA,NA,NA
"1593","Sanvitalia aberti","genus","herb",NA,NA,NA,NA
"1594","Scleropogon brevifolius","species","herb",NA,NA,NA,NA
"1595","Scorzonera laciniata","species","herb","0.26",NA,"366.5","19.492"
"1596","Senecio flaccidus","species","herb",NA,"1.0105",NA,NA
"1597","Senna bauhinoides","genus","shrub","9.14207378640777","21.8644242658228","4050.54","17.0118357110602"
"1598","Solanum elaeagnifolium","species","herb",NA,"5.8",NA,NA
"1599","Sphaeralcea coccinea","species","herb",NA,NA,NA,"7.44193694044444"
"1600","Sphaeralcea hastulata","genus","shrub",NA,"1.5085",NA,"7.44193694044444"
"1601","Sphaeralcea leptophylla","genus","shrub",NA,"1.5085",NA,"7.44193694044444"
"1602","Sphaeralcea wrightii","genus","shrub",NA,"1.5085",NA,"7.44193694044444"
"1603","Sporobolus airoides","species","herb",NA,"0.26",NA,NA
"1604","Sporobolus contractus","species","herb",NA,NA,NA,NA
"1605","Sporobolus cryptandrus","species","herb","0.8","0.103428571428571",NA,NA
"1606","Sporobolus flexuosus","species","herb",NA,NA,NA,NA
"1607","Stephanomeria pauciflora","species","shrub",NA,"0.59",NA,NA
"1608","Tetraclea coulteri","genus","herb",NA,NA,NA,NA
"1609","Thymophylla acerosa","genus","herb",NA,NA,NA,NA
"1610","Tidestromia lanuginosa","species","herb",NA,NA,NA,NA
"1611","Tiquilia canescens","species","shrub",NA,NA,NA,NA
"1612","Townsendia annua","species","herb",NA,NA,NA,NA
"1613","Tragus racemosus","species","grass","0.165","0.3405","4592.83",NA
"1614","Zinnia grandiflora","genus","herb",NA,"5.7075",NA,NA
"1615","Bahia absinthifolia","species","herb",NA,NA,NA,NA
"1616","Bahia dissecta","species","herb",NA,NA,NA,NA
"1617","Brickellia californica","species","herb",NA,NA,NA,NA
"1618","Chamaesyce stictospora","genus","herb","0.1",NA,NA,NA
"1619","Dalea brachystachya","species","herb",NA,NA,NA,NA
"1620","Dalea formosa","species","shrub",NA,NA,NA,NA
"1621","Eriogonum rotundifolium","species","herb",NA,NA,NA,NA
"1622","Gaillardia pulchella","species",NA,NA,"1.48333333333333",NA,NA
"1623","Gilia mexicana","species","herb",NA,NA,NA,NA
"1624","Ipomopsis longiflora","species","herb",NA,NA,NA,NA
"1625","Machaeranthera canescens","species","herb",NA,"0.448",NA,NA
"1626","Panicum obtusum","species",NA,NA,"3.12",NA,NA
"1627","Rhus microphylla","species","shrub",NA,"24.4",NA,NA
"1628","Thelypodium wrightii","species","herb",NA,NA,NA,NA
"1629","Chamaesyce lata","genus","herb","0.1",NA,NA,NA
"1630","Dimorphocarpa wislizeni","species","herb",NA,NA,NA,NA
"1631","Erodium texanum","species","herb",NA,"1.23333333333333",NA,NA
"1632","Krameria lanceolata","genus","shrub",NA,NA,NA,"5.010646875"
"1633","Orobanche ludoviciana","species","herb",NA,"0.00625",NA,NA
"1634","Prosopis glandulosa","species","tree","4.7212899530789","55.0225","80","2.56000256016385"
"1635","Arabis fendleri","genus","herb","0.332928566666667","0.406344314606742","432.933333333333","24.1652253045714"
"1636","Asclepias brachystephana","species","herb",NA,NA,NA,NA
"1637","Asclepias latifolia","species","herb",NA,NA,NA,NA
"1638","Brickellia brachyphylla","genus","shrub",NA,NA,NA,NA
"1639","Brickellia microphylla","species","shrub",NA,NA,NA,NA
"1640","Castilleja integra","species","herb",NA,NA,NA,NA
"1641","Cercocarpus montanus","species","shrub","6.4008",NA,NA,NA
"1642","Dalea jamesii","genus","herb",NA,NA,NA,"9.3919438"
"1643","Erigeron divergens","species","herb",NA,NA,NA,NA
"1644","Eriogonum polycladon","species","herb",NA,NA,NA,NA
"1645","Fallugia paradoxa","species","shrub",NA,"0.9715",NA,NA
"1646","Hymenoxys richardsonii","species","herb",NA,NA,NA,NA
"1647","Juniperus monosperma","species","tree","3.73384165714286","24.839734","40","0.853330496639362"
"1648","Lesquerella ovalifolia","genus","herb",NA,NA,NA,NA
"1649","Linum lewisii","species","herb",NA,"1.85928571428571",NA,NA
"1650","Lupinus brevicaulis","species","herb",NA,NA,NA,NA
"1651","Lycurus phleoides","species","herb",NA,NA,NA,NA
"1652","Mahonia haematocarpa","genus","shrub","1.1875","50.98","10868","10.6086401578235"
"1653","Muhlenbergia montana","species","herb",NA,NA,NA,NA
"1654","Muhlenbergia repens","species","herb",NA,NA,NA,NA
"1655","Nerisyrenia camporum","species","herb",NA,NA,NA,NA
"1656","Nolina microcarpa","species","shrub",NA,NA,NA,NA
"1657","Opuntia polyacantha","species","NA",NA,NA,NA,NA
"1658","Physalis hederifolia","species","herb",NA,NA,NA,NA
"1659","Pinus edulis","species","tree","4.7086114100332","242.845059272727","125","1.61934221025984"
"1660","Polygala alba","species","herb",NA,"0.7",NA,NA
"1661","Quercus turbinella","species","shrub","8.5532","1396.4994155","1000","6.6006600660066e-06"
"1662","Rhus trilobata","species","shrub",NA,"26.4426791578947",NA,"9.15719028028571"
"1663","Solanum heterodoxum","species","herb",NA,NA,NA,NA
"1664","Tetraneuris argentea","species","herb",NA,NA,NA,NA
"1665","Tragia ramosa","species","herb",NA,NA,NA,NA
"1666","Yucca baccata","species",NA,NA,"98.5866666666667",NA,NA
"1667","Dalea nana","species","herb",NA,NA,NA,NA
"1668","Hedeoma oblongifolia","species","herb",NA,NA,NA,NA
"1669","Mirabilis oxybaphoides","species","herb",NA,NA,NA,NA
"1670","Muhlenbergia pauciflora","species","herb",NA,NA,NA,NA
"1671","Aloysia wrightii","species","shrub",NA,"0.196",NA,NA
"1672","Ammocodon chenopodioides","family","tree","5.23545057675244","355.025910515152","8798.83333333333","19.8920258088889"
"1673","Artemisia dracunculus","species","herb","0.775","0.11","42.55826031","11.74532151"
"1674","Bahia pedata","species","herb",NA,NA,NA,NA
"1675","Bothriochloa barbinodis","species","herb",NA,NA,"1205.2155",NA
"1676","Cryptantha cinerea","genus","herb",NA,"0.337985185185185",NA,NA
"1677","Dalea lanata","species","herb",NA,NA,NA,NA
"1678","Echinocereus fendleri","species","shrub",NA,NA,NA,NA
"1679","Eriastrum diffusum","species","herb",NA,"0.494",NA,NA
"1680","Erioneuron pulchellum","species","grass",NA,NA,"980.26",NA
"1681","Heliotropium convolvulaceum","species","herb",NA,NA,NA,NA
"1682","Hilaria jamesii","species","herb",NA,NA,NA,NA
"1683","Ipomopsis multiflora","species","herb",NA,NA,NA,NA
"1684","Kallstroemia californica","species","herb",NA,NA,NA,NA
"1685","Linum australe","species","herb",NA,"1",NA,NA
"1686","Mentzelia albicaulis","species","herb",NA,NA,NA,NA
"1687","Oenothera coronopifolia","species","herb",NA,NA,NA,NA
"1688","Opuntia imbricata","genus","tree","2.2336","24.7517025",NA,NA
"1689","Opuntia phaeacantha","species","shrub",NA,NA,NA,NA
"1690","Oryzopsis hymenoides","species","herb",NA,"3.02",NA,NA
"1691","Palafoxia sphacelata","species","herb",NA,NA,NA,NA
"1692","Penstemon ambiguus","genus","herb","1.5","0.883780487804878",NA,"10.5"
"1693","Polanisia dodecandra","species","herb",NA,"3.05",NA,NA
"1694","Psorothamnus scoparius","species","shrub",NA,NA,NA,NA
"1695","Salsola kali","species","NA","0.495","4.32444444444444","62.5","9.36857142857143"
"1696","Sclerocactus intertextus","genus","shrub",NA,NA,NA,NA
"1697","Senecio multicapitatus","genus","herb","0.471658059782609","0.468403276995305","2486.28699574468","30.2220992381944"
"1698","Setaria macrostachya","species","herb",NA,"0.4",NA,NA
"1699","Setaria viridis","species","herb","0.576428571428571","1.09366666666667","1680.18718156842","25.2657986692857"
"1700","Sphaeralcea angustifolia","genus","shrub",NA,"1.5085",NA,"7.44193694044444"
"1701","Sphaeralcea digitata","genus","shrub",NA,"1.5085",NA,"7.44193694044444"
"1702","Sporobolus giganteus","species","herb",NA,NA,NA,NA
"1703","Thelesperma longipes","genus","herb",NA,NA,NA,NA
"1704","Thelesperma megapotamicum","species","herb",NA,NA,NA,NA
"1705","Tridens muticus","species","herb",NA,NA,NA,NA
"1706","Vulpia octoflora","species","grass",NA,NA,NA,"0.265823529"
"1707","Ambrosia acanthicarpa","species","herb",NA,"4.229",NA,NA
"1708","Astragalus tephrodes","species","herb",NA,NA,NA,NA
"1709","Croton texensis","species","herb",NA,"5.1",NA,NA
"1710","Descurainia obtusa","species","herb",NA,NA,NA,NA
"1711","Eriogonum jamesii","species","shrub",NA,NA,NA,NA
"1712","Erodium cicutarium","species","herb","0.43928575","2.30780508333333","1572.37336","28.320826425"
"1713","Glandularia wrightii","species","herb",NA,NA,NA,NA
"1714","Hedeoma drummondii","species","herb",NA,NA,NA,NA
"1715","Lepidium montanum","species",NA,NA,"0.5",NA,NA
"1716","Medicago sativa 1","species","herb","0.162075471698113","2.31467741935484","192.405949442593","23.9190160036232"
"1717","Artemisia bigelovii","species","shrub",NA,NA,NA,NA
"1718","Portulaca halimoides","species","herb",NA,NA,NA,NA
"1719","Viguiera dentata","species","herb",NA,NA,NA,NA
"1720","Chrysothamnus nauseosus","species","shrub",NA,NA,NA,"0.0708636977"
"1721","Echinocereus triglochidiatus","species","shrub",NA,NA,NA,NA
"1722","Lithospermum cobrense","species","herb",NA,NA,NA,NA
"1723","Lupinus kingii","genus","herb","0.692743421052632","73.560060645614","185669.11625","20.9809851344839"
"1724","Mammillaria heyderi","species","shrub",NA,NA,NA,NA
"1725","Muhlenbergia asperifolia","species","herb",NA,NA,NA,NA
"1726","Muhlenbergia setifolia","species","herb",NA,NA,NA,NA
"1727","Oenothera albicaulis","species","herb",NA,NA,NA,NA
"1728","Sphaeralcea fendleri","species","shrub",NA,NA,NA,NA
"1729","Sporobolus wrightii","species","herb",NA,NA,"310.146666666667",NA
"1730","Stipa neomexicana","genus","herb","0.56075","5.1017963125","394.606523928571","41.3509443572619"
"1731","Artemisia filifolia","species","grass",NA,NA,NA,NA
"1732","Boerhavia purpurascens","species","herb",NA,NA,NA,NA
"1733","Chenopodium ambrosioides","species","herb","0.625625","0.4459","1201.25","29.518"
"1734","Chenopodium rubrum","species","herb","0.66375","0.2647","1359.3","20.3837205105556"
"1735","Erioneuron pilosum","species","herb",NA,NA,NA,NA
"1736","Menodora scabra","species","herb",NA,NA,NA,NA
"1737","Opuntia santa rita","genus","tree","2.2336","24.7517025",NA,NA
"1738","Aristida ternipes","species","herb",NA,NA,"600.51",NA
"1739","Atriplex confertifolia","species","shrub",NA,"6.508747",NA,NA
"1740","Chamaesyce chaetocalyx","genus","herb","0.1",NA,NA,NA
"1741","Cyperus fendlerianus","species","herb",NA,NA,NA,NA
"1742","Hymenoclea monogyra","species","shrub",NA,NA,NA,NA
"1743","Sclerocactus papyracanthus","species","shrub",NA,NA,NA,NA
"1744","Selinocarpus lanceolatus","family","tree","5.23545057675244","355.025910515152","8798.83333333333","19.8920258088889"
"1745","Corylus avellana 2","species","tree","4.14457575757576","1096.23131416667","3272.17142857143","19.4326653124865"
"1746","Galanthus nivalis 2","species","herb","0.14","6.546","1403.5","28.61"
"1747","Salix caprea 2","species","tree","7.43835","0.144700875","2047.28333333333","12.5110544004675"
"1748","Alnus glutinosa 2","species","tree","11.6695759036145","1.84827819047619","3146.725","14.9289468413254"
"1749","Tussilago farfara 2","species","herb","0.16375","0.346666666666667","48997.5","19.625"
"1750","Forsythia suspensa 1","species","shrub",NA,NA,NA,"18.254"
"1751","Anemone nemorosa 1","species","herb","0.170555555555556","3.89666666666667","3003","28.3736363636364"
"1752","Betula pendula 2","species","tree","13.5256842105263","0.421202181818182","1069.48","15.1445311045607"
"1753","Larix decidua 2","species","tree","27.1093218818381","6.62183514285714","20.24","12.3225433239096"
"1754","Fagus sylvatica 2","species","tree","23.9347058823529","246.218081555556","2027.68","15.1312086914368"
"1755","Aesculus hippocastanum 2","species","tree","23.8","13737.6212314286","6528.7","10.960002739726"
"1756","Ribes grossularia","genus","shrub","1.41896090140845","2.46297481967213","2142.97799671905","21.4486059353506"
"1757","Taraxacum officinale 2","species","herb","0.2625","0.65024356","3924.07029","22.427206362375"
"1758","Fraxinus excelsior 1","species","tree","19.955","64.4747434736842","1406.55714285714","12.4712907445062"
"1759","Acer platanoides 2","species","tree","15.6747082251082","156.68577025","5748.38","15.3094840467304"
"1760","Prunus spinosa 2","species","shrub","2.308","199.474305176471","444.175","13.6342957207919"
"1761","Ribes rubrum 2","species","shrub","1.37",NA,"5107.5","29.1139777029877"
"1762","Prunus cerasus","species","tree","9.05588571428571","162.04204175","2104.80875","16.9981523566738"
"1763","Pinus sylvestris 1","species","tree","13.1851794619612","6.86829975","76.6444444444444","4.92704888008837"
"1764","Beta vulgaris","species","herb","1.01364285714286","19.7249405940594","28674.3333333333","21.9313216711111"
"1765","Prunus avium 2","species","tree","14.5529384883721","184.452624615385","2687.4002","13.0970642637927"
"1766","Picea abies 1","species","tree","4.13277967857459","6.92506261538462",NA,"6.05424825118421"
"1767","Quercus robur 1","species","tree","17.30856","3146.87815385714","2354.18","13.7566803291181"
"1768","Prunus domestica","species","tree","4.84037333333333","802.283738",NA,NA
"1769","Syringa vulgaris 1","species","shrub","5.12","5.65409428571429","2166.875","12.4723538602941"
"1770","Malus domestica 1","species","tree","4.48785714285714","26.9733333333333","1620","17.2265374665978"
"1771","Sorbus aucuparia 2","species","tree","8.70430268589744","15.6541576","730.290028571429","10.7430853767383"
"1772","Robinia pseudoacacia 3","species","tree","16.0907499420488","19.5873364","4186.948","16.4904824366166"
"1773","Zea mays","species","herb","0.609034285714286","246.886710526316","10771.9724242424","37.271695"
